DOI,PMID,标题,发表日期,评级,分数,通讯作者,邮箱,电话,机构（中文）,Pipeline 来源,处理时间
10.1080/17482631.2026.2640184,41784264,Piano performers' experiences of Tai Chi for physical comfort and mental well-being: a qualitative study.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/19490976.2026.2638002,41761878,Myosin IIA motor regulates attaching-effacing bacteria interactions with intestinal epithelium.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/17482631.2026.2637803,41757757,Perceptions of fairness in gender relations: a qualitative study of South Korean middle-aged men.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/08916934.2026.2631208,41729615,Identification of the immune-related diagnostic biomarkers between Graves' disease and thyroid carcinoma based on comprehensive bioinformatics analysis and machine learning.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/2162402X.2026.2633012,41723598,Monocytes acquire a tumor-associated IL1B program upon encountering patient-derived colon cancer organoids.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/10253890.2026.2635367,41723573,Allostatic load in psychiatry: a systematic review and meta-analysis.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/22423982.2026.2634479,41711117,Naapinneq: strengthening Inuit maternal and child health through gathering Inuit from Kalaallit Nunaat and Nunavut.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/19490976.2026.2630563,41696869,GutMIND: A multi-cohort machine learning framework for integrative characteristics of the microbiota-gut-brain axis in neuropsychiatric disorders.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/17482631.2026.2631081,41689171,Making sense of activity-based workplaces: perspectives from staff in a municipal setting.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/10872981.2026.2627020,41672092,Integrating disability and language access education in undergraduate medical training: a curriculum mapping study at a rural medical school.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/15592324.2026.2627686,41664302,Exploring the role of serotonin as a plant stress modulator.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/10641963.2026.2627352,41655191,"ANXA2, DBN1, ZNF385D, and IL6ST: Endothelial cell biomarkers linking atherosclerosis progression to immune microenvironment dysregulation.",,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/17482631.2026.2625293,41627191,"""Am I My Sibling's Keeper?"": the Lived experiences of adult siblings of individuals with Autism Spectrum Disorder in China.",,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/19490976.2026.2623353,41620634,Dynamic involvement of the core gut microbiome XNP_Guild1 in the evolution of gestational diabetes mellitus.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/10717544.2026.2616887,41566888,Development and evaluation of alginate-based gastroretentive raft-forming systems enabling sustained release of propolis in gastric ulcer treatment.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/21505594.2026.2620200,41560560,Genomic characterization of ,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/17482631.2026.2615154,41543227,Legislative compliance in coordinated care transitions: a mixed-method study of healthcare professionals' documentation and older adults' experiences.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/10872981.2026.2614233,41532745,Do games work? A meta-analytic synthesis of gamified learning for clinical reasoning in medical and allied health education.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/17441692.2025.2610905,41476289,"Bogotá, Colombia's single route of attention for women victims of violence and at risk of femicide: 'Choques' (collisions) - perspectives of human rights lawyers stationed in health facilities.",,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/02656736.2026.2636637,41813588,Incomplete thermal ablation accelerates local and systemic tumor progression in an immunocompetent prostate cancer model.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/0886022X.2026.2630507,41808346,Lactate induces renal lipid accumulation and aggravates renal fibrosis by inhibiting the PPARα signaling pathway and fatty acid oxidation.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/16078454.2026.2641929,41808030,High body-mass index and multiple myeloma risk: insights from the global burden of disease 2021 study and identification of core target genes.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/20008066.2026.2633003,41801980,The Aarhus Prolonged Grief Disorder Scale (A-PGDs): identification of a clinically validated cut-off score for identifying bereaved at risk of PGD.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/07853890.2026.2640457,41800605,Preclinical advances and mechanistic insights of CAR-T therapy for acute myeloid leukemia: from target iteration to microenvironment regulation.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/21691401.2026.2632551,41758521,Protective effect of Salvia Miltiorrhiza Injection on myocardial injury in rats with haemorrhagic shock resuscitated by HBOC-CHP01.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/14647273.2026.2633925,41736557,Management of endometrial polyps in fertility: British fertility Society policy and practice guideline.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/07853890.2026.2635200,41729159,Dynamic lysine acetylation and succinylation of platelet proteins regulates platelet storage lesion: mechanistic insights from multi-omics.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1007/s13755-026-00429-y,41725781,LDComKG: an LLM-powered dual-enhanced framework for community-aware knowledge graph completion in traditional Chinese medicine.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/21645515.2026.2635243,41722038,Mapping research trends in esophageal cancer immunotherapy: A decade of thematic evolution and emerging priorities.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/22221751.2026.2627079,41719084,Mapping transcriptional patterns of MPXV in human epithelial cells.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/15476286.2026.2634198,41715892,Optimizing protocols for microRNA profiling of infant and toddler stool.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/13510002.2026.2626181,41706678,DRP1 depletion protects NK cells from hypoxia-induced dysfunction.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/14767058.2026.2629082,41702656,Impact of fetal and maternal genetically predicted birth weight on cardiometabolic risk: a Mendelian randomization study of cytokine mediation in Europeans.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/13510002.2026.2632434,41697789,Prophylactic quercetin administration attenuates pulmonary fibrosis via ferroptosis-resistant priming of alveolar epithelial cells.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/22221751.2026.2620241,41678145,Involvement of the African swine fever virus protein pH108R in virion morphogenesis.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1016/j.apjon.2026.100852,41675203,A self-service response system to improve nutrition impact symptoms management among home-based patients with advanced cancer and their family caregivers.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/21645515.2026.2628395,41661234,"Advancing the understanding of the immune escape in lung cancer immunotherapy: Global trends, collaborations, and future directions.",,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/07853890.2026.2624240,41649882,Heterogeneity in the efficacy of bosentan for hypertensive nephropathy: a study on individualized benefit prediction models based on pathological subtyping and dynamic trajectories.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1007/s13755-025-00422-x,41635647,Pose2met: a unified spatiotemporal framework for 3D human pose estimation and energy expenditure estimation.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/16549716.2026.2615495,41623062,"A network analysis of mental, somatic health, and perceived social supports among Chinese pregnant and postpartum women.",,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/14760584.2026.2626920,41622674,Adherence and efficacy of the 0 - 7 - 21-day versus the 0 - 1 - 6-month hepatitis B vaccination schedules among people who use drugs: a two-year randomized controlled trial.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/21645515.2025.2610073,41615147,Pentameric M2e influenza vaccine candidate generates strong immunity with limited survival benefit.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/21691401.2026.2618968,41604519,The mechanism of Gei Herba against type 2 diabetes mellitus: an integration of gut microbiota and network pharmacology analysis.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/07853890.2026.2613502,41588833,Advances in pharmacological interventions for hepatic fibrosis: from pathogenic mechanisms to novel therapeutic targets.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/20008066.2026.2613554,41586786,Network analysis of changes in post-migration stressors during treatment for refugees with PTSD.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1016/j.apjon.2025.100840,41585540,Frailty profiles and symptomatic radiation pneumonitis in patients with lung cancer undergoing radiotherapy: A latent class analysis.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/07853890.2026.2616549,41555749,Choosing real-world data for clinical and epidemiological research: methodological lessons from NHIRD and TriNetX-A narrative review.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/07853890.2026.2617724,41552903,Coagulation dysfunction in children with secondary hemophagocytic lymphohistiocytosis: a comprehensive analysis.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1016/j.apjon.2025.100839,41552715,Development and preliminary validation of a PICC-related venous thrombosis risk prediction model for cancer patients: A systematic review and meta-analysis predominantly based on Chinese populations.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/07853890.2026.2615487,41546495,Comparative analysis of three different serum-free light chain assays in the diagnosis of multiple myeloma.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1016/j.apjon.2025.100825,41536887,Stigma experiences among young and middle-aged testicular cancer survivors in China: A phenomenological study.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/21645698.2025.2610592,41527205,From lab to market: industrialization barriers and regulation optimization for new breeding technologies in China.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/19396368.2025.2599792,41520345,Possible mechanisms and clinical innovations of sequential embryo transfer in assisted reproduction.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/25310429.2025.2611215,41511276,Blood eosinopenia (≤30/µL) as an early predictor of respiratory failure in community-acquired pneumonia: A prospective multicentre study.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/16549716.2025.2591543,41504720,"Challenges and barriers in managing Type 2 diabetes: insights from a qualitative study of patients' experiences at a university hospital in Qassim, Saudi Arabia.",,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/16549716.2025.2599011,41480977,Community Health Participatory interventions in the prevention and control of non-communicable diseases including mental health in crisis-affected Low-and Middle-Income Countries - a scoping review.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/13880209.2025.2606959,41466499,Jianpi Zishen Decoction ameliorates renal damage induced by systemic lupus erythematosus through inhibition of the TLR4/MAPK pathway.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/24699322.2025.2597553,41452320,"Reinforcement learning for medical image analysis: a systematic review of algorithms, engineering challenges, and clinical deployment.",,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/23335432.2025.2604318,41414717,Effects of core-lower limb coordinated Pilates on gait and balance in women with flexible pes planus: a pilot randomized controlled trial.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/15384101.2025.2599081,41392602,Dysregulation of the Cyclin D/E2F activity as a core mechanism driving cancer stem cell plasticity and cell cycle dynamics.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/22221751.2025.2602319,41363859,The prevalence and molecular epidemiology of ,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/22221751.2025.2602315,41363045,"Smartphone-assisted upconversion nanoparticle assay for rapid multiplex detection of H5, H7, and H10 avian influenza viruses.",,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/21505594.2025.2590305,41263641,Surface proteome of plasma extracellular vesicles differentiates between SARS-CoV-2 and influenza infection.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1080/02813432.2025.2587543,41218930,A desire to be embraced - the lived experience of encountering primary health care for a person with mental health problems. A descriptive phenomenological study.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1016/j.idm.2025.12.015,41694614,Within host dynamics of HPV infection with cellular immunity and HPV-infected dormant cells reactivation.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.4103/mgr.MEDGASRES-D-25-00191,41496306,Gas therapy: an innovative application for intervertebral disc degeneration.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.4103/mgr.MEDGASRES-D-25-00096,41496298,Clinical applications of artificial intelligence-driven nitric oxide: a bibliometric and scientific mapping analysis.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.4103/mgr.MEDGASRES-D-25-00190,41490425,"Hydrogen sulfide in precision medicine: connecting basic science, sensing, and clinical application.",,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1242/dev.205136,41660686,Break to build: fracture as a unifying morphogenetic strategy.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1242/dev.204584,41503687,An avidity-driven mechanism of extracellular BMP regulation by Twisted gastrulation.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1016/j.fm.2025.105022,41722974,Multi-omics investigation of microbial community dynamics and metabolic regulation in mulberry wine fermentation under temperature and acid stress.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1016/j.bioelechem.2026.109243,41628535,Silica-detoxified perovskite ECL: Cas13a-triggered signal-on sensing with CsPbBr₃@SiO₂@Au.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
10.1016/j.bioelechem.2026.109228,41534133,From data to diagnosis: A comprehensive review of machine learning-driven wearable sensors in healthcare.,,C,50,,,,,pipeline_v1_jina,2026-03-15 23:52:07
